tanggal,station,ISPU PM2.5,kategori_pm25,prediksi_pm25,residual,abs_error,kategori_aktual,kategori_prediksi
2024-10-08,bundaran hi,81.70833333333333,Sedang,89.62023420661185,-7.911900873278526,7.911900873278526,Sedang,Sedang
2024-10-08,jagakarsa,75.79166666666667,Sedang,93.03108483684827,-17.239418170181594,17.239418170181594,Sedang,Sedang
2024-10-08,kebun jeruk,88.91666666666667,Sedang,97.16438495137294,-8.247718284706266,8.247718284706266,Sedang,Sedang
2024-10-08,kelapa gading,89.25,Sedang,87.69380363784826,1.5561963621517378,1.5561963621517378,Sedang,Sedang
2024-10-08,lubang buaya,64.58333333333333,Sedang,70.79838227187277,-6.215048938539439,6.215048938539439,Sedang,Sedang
2024-10-08,us embassy 1,80.96493694707551,Sedang,83.60131500777806,-2.6363780607025404,2.6363780607025404,Sedang,Sedang
2024-10-08,us embassy 2,89.14244518068661,Sedang,96.24805544076138,-7.105610260074769,7.105610260074769,Sedang,Sedang
2024-10-09,bundaran hi,75.375,Sedang,80.47681306403925,-5.1018130640392485,5.1018130640392485,Sedang,Sedang
2024-10-09,jagakarsa,77.125,Sedang,75.40684264762218,1.7181573523778155,1.7181573523778155,Sedang,Sedang
2024-10-09,kebun jeruk,81.25,Sedang,86.897256067342,-5.647256067341999,5.647256067341999,Sedang,Sedang
2024-10-09,kelapa gading,78.0,Sedang,85.00698523963841,-7.006985239638411,7.006985239638411,Sedang,Sedang
2024-10-09,lubang buaya,60.54166666666666,Sedang,64.69836390967139,-4.156697243004729,4.156697243004729,Sedang,Sedang
2024-10-09,us embassy 1,71.68235907147063,Sedang,79.89723147142757,-8.214872399956946,8.214872399956946,Sedang,Sedang
2024-10-09,us embassy 2,82.09535164232108,Sedang,85.10703890056936,-3.011687258248287,3.011687258248287,Sedang,Sedang
2024-10-10,bundaran hi,74.16666666666667,Sedang,80.86369118970624,-6.697024523039573,6.697024523039573,Sedang,Sedang
2024-10-10,jagakarsa,73.5,Sedang,83.75135376104923,-10.25135376104923,10.25135376104923,Sedang,Sedang
2024-10-10,kebun jeruk,70.0,Sedang,83.85651736348451,-13.856517363484514,13.856517363484514,Sedang,Sedang
2024-10-10,kelapa gading,76.08333333333333,Sedang,81.46750704321343,-5.384173709880102,5.384173709880102,Sedang,Sedang
2024-10-10,lubang buaya,84.75,Sedang,71.47467722921573,13.275322770784271,13.275322770784271,Sedang,Sedang
2024-10-10,us embassy 1,79.36632493845859,Sedang,77.66566967077566,1.700655267682933,1.700655267682933,Sedang,Sedang
